year,name,median_sale_price
2015,Fernwood,26875.0
2015,Fifth City,121519.0
2015,Ford City,22725.0
2015,Fuller Park,27250.0
2015,Fulton Market,388000.0
2015,Fulton River District,430000.0
2015,Gage Park,106050.0
2015,Galewood,203125.0
2015,Garfield Ridge,190525.0
2015,Gladstone Park,267500.0
2015,Gold Coast,405000.0
2015,Goose Island,421225.0
2015,Graceland West,392500.0
2015,Grand Boulevard,114625.0
2015,Grand Crossing,34000.0
2015,Greater Grand Crossing,40250.0
2015,Greektown,359250.0
2015,Groveland Park,85675.0
2015,Hamlin Park,456000.0
2015,Hanson Park,150000.0
2015,Heart Of Chicago,166900.0
2015,Heart Of Italy,200000.0
2015,Hegewisch,96498.5
2015,Hermosa,178500.0
2015,Hollywood Park,279750.0
2015,Homan Square,62002.75
2015,Horner Park,422500.0
2015,Humboldt Park,275250.0
2015,Hyde Park,189000.0
2015,Hyde Park Kenwood Historic District,215000.0
2015,Illinois Medical District,235000.0
2015,Independence Park,435500.0
2015,Indian Village,108000.0
2015,Indian Woods,451000.0
2015,Irving Park,297250.0
2015,Irving Woods,221375.0
2015,Jackson Park Highlands,326500.0
2015,Jefferson Park,261000.0
2015,Jeffrey Manor,18000.0
2015,K-Town,45075.0
2015,Kelvyn Park,182450.0
2015,Kennedy Park,195250.0
2015,Kenwood,188250.0
2015,Kilbourn Park,244500.0
2015,Koreatown,132250.0
2015,Kosciuszko Park,287750.0
2015,Lake Meadows,150000.0
2015,Lake View,362500.0
2015,Lake View East,264500.0
2015,Lathrop,566625.0
2015,Leclaire Courts,107250.0
2015,Lincoln Park,510500.0
2015,Lincoln Square,353625.0
2015,Lithuanian Downtown,240000.0
2015,Lithuanian Plaza,96000.0
2015,Little Cassubia,303250.0
2015,Little Italy,285250.0
